street,city,County,State,zip,x,y
US Highway 2 and Getchell Avenue,Bagley,Clearwater,Minnesota,56621,-95.397,47.5218
Bagnell Dam Strip,Lake Ozark,Camden,Missouri,65049,-92.6417,38.1973
300 N Broad St,Bainbridge,Decatur,Georgia,39817,-84.5755207,30.9073968
280 Madison Avenue North,Bainbridge Island,Kitsap,Washington,98110,-122.519178,47.626022999999996
2600 East Street,Baker City,Baker,Oregon,97814,-117.82303600000002,44.782835999999996
Mt. Vernon & BC Football Field,Lindsay,Kern,California,93247,-119.088,36.203
30th & F Street,Bakerfield,Kern,California,93309,-119.023,35.3867
86 North Mitchell Avenue,Bakersviile,Mitchell,North Carolina,28705,-82.1572,36.0159
High Street (Downtown),Baldwin City,Douglas,Kansas,66006,-95.188036,38.774763
Baldwin Park - Cesar Chavez & Ramond,Baldwin Park,Los Angeles,California,91706,-117.965,34.0856
328 East KY Dr,La Center ,Ballard,Kentucky,42056,-88.966491,37.071983
5300 Ballard Ave NW,Seattle,King,Washington,98107,-122.384667,47.667590999999994
901 North Taylor Street,Arlington ,Arlington,Virginia,22203,-77.1122462,38.881259
"Wiswall Park, Front & Low Streets",Ballston Spa,Saratoga,New York,12020,-73.84984,43.002364
Pine Park,Balsam Lake,Polk,Wisconsin,54810,-92.4571,45.4511
2200 York Road,Lutherville=Timonium,Baltimore,Maryland,21093,-76.6264,39.4398
400 unit block of Saratoga Street,Baltimore,Baltimore City,Maryland,21210,-76.621478,39.29290039999999
 702 Main St,Bandera,Bandera,Texas,78003,-99.074251,29.727714000000002
Center St. & Monroe St.,Bangor,Van Buren,Michigan,49056,-86.1090777,42.3123539
Corner of Franklin and Harlow Streets,Bangor,Penobscot,Maine,04401,-68.771649,44.8039587
1170 W Ramsey Street,banning,Riverside,California,92220,-116.889524,33.924896999999994
21 Park Street (@ Main Street),Bar Harbor,Hancock,Maine,04609,-68.20338100000001,44.383067
Lemmon road and Highway 40,Barberville,Volusia,Florida,32130-0732,-81.425782,29.182617999999998
106 S. Main St,Philippi,Barbour,West Virginia,26416,-80.036253,39.151808
241 Broad Street,Eufaula,Barbour,Alabama,36072,-85.1431,31.8929
Flatbush Ave between Atlantic Ave & Pacific St,Brooklyn,New York,New York,11217,-73.951143,40.677963
East Flaget,Bardstown,Nelson,Kentucky,40004,-85.465096,37.810078999999995
16600 NE 128th Street,Kearney,Clay,Missouri,64060,-94.37225,39.325678
"Main St., & Quaker Rd.",Barker,Niagara,New York,14012,-78.55480229999999,43.3301158
Highway 2\53 & Marina Drive,Superior,Douglas,Wisconsin,54880,-92.0621,46.722392
East Bay Ave. and Rt. 9,Barnegat,Ocean,New Jersey,08005,-74.2225,39.7536
 300 E.Church St.,Barnesville,Belmont,Ohio,43713,-81.1739,39.9881
Market Street,Barnesville,Lamar,Georgia,30204,-84.1573,33.0515
7 Jones Brother Way,Barre ,Washington,Vermont,05641,-72.521067,44.211663
318 W Washington Ave,Glasgow,Barren,Kentucky,42142,-85.91528000000001,36.99604
Cook and Lake Cook Roads,Barrington,Cook,Illinois,60010,-88.1348,42.1524
Int. Rts. 9 & 25,Barrington,Strafford,New Hampshire,03825,-71.0469,43.2228
11300 NE 2nd Avenue,Miami Beach,Miami-Dade,Florida,33139,-80.1967,25.8785
3385 Route 97,Barryville,Sullivan,New York,12719,-74.913476,41.477835999999996
"East Main St.,From Barstow to 2nd",Barstow,San Bernardino,California,92312,-117.023,34.8988
217 Southeast Adams Boulevard,Bartlesville,Washington,Oklahoma,74003,-95.9768,36.7465
203 Main St.,Bartlett,Cook,Illinois,60103,-88.1846,41.9899
2629 Bartlett Blvd,Bartlett,Shelby,Tennessee,38134,-89.872424,35.197448
311 Old Main Street,South Yarmouth,Barnstable,Massachusetts,02664,-70.18536376953129,41.6658325195313
1302 Chestnut Street,Bastrop,Bastrop,Texas,78602,-97.312067,30.110719
28 S.Waters St.,Batavia,Kane,Illinois,60510,-88.31044399999999,41.849249
Main Street Hot Springs Va,Hot Springs,Bath,Virginia,24445,-79.833811,38.001164
2914 East Highway 60,Owingsville,Bath,Kentucky,40360,-83.720326,38.138877
"13751 Main St, Bath, MI 48808",Bath,Clinton,Michigan,48808,-84.449093,42.816181
Water Front Park(summer) 150 Congress Ave (Winter),Bath,Sagadahoc,Maine,04530,-69.8318,43.9141
5151 SW 64th Avenue,Davie,Broward,Florida,33314,-80.2331816,26.056493300000003
Corner of McCamly Street South and West Hamblin Avenue,Battle Creek,Calhoun,Michigan,49014,-85.186948,42.319015
10052 Hwy. 27 N.,Rock Spring,Walker,Georgia,30739,-85.248013,34.848803000000004
Parking lot of Revolution Cycle,Baxte,Jasper,Iowa,55028,-93.1496,41.8251
105 Adams St,Bay City,Bay,Michigan,48708,-83.8881,43.5895
2230 East 15th Street,Panama City,Bay,Florida,32412,-85.6338,30.1748
3rd Ave & 95 St.,New York,Kings,New York,11209,-74.03210200000001,40.61695
"Bayberry Plaza, Kinney lot, 7608 Oswego Rd",Liverpool,Onondaga,New York,13090,-76.2254,43.1389
203 New Market St.,St. Martinville,St. Martin,Louisiana,70582,-91.8267,30.1241
13 S. State Street,St. Ignace,Mackinac,Michigan,49781,-84.720967,45.867004
930 Main Street,Crisfield ,Somerset,Maryland,21817,-75.861666,37.979131
Bayview Road,Langley ,Adams,Washington,98260,-122.461312,48.006879
corner of Bayville and Ludlum Avenues,New York,Nassau,New York,11530,-73.5492,40.9053
2nd Street & Santa Maria,Baywood ,San Luis Obispo,California,93412,-120.840899,35.328154
130 Connecticut Street,Fort Myers Beach ,Lee,Florida,33931,-81.930516,26.442505999999998
Jarboe Park @ A1A and Florida Blvd,Neptune Beach,Duval,Florida,32266,-81.397288,30.314978000000004
"Ferry Dock, Train Station Parking Lot",Beacon,Dutchess,New York,12508,-73.985119,41.504816
Corner State Rd 45 and State Rd 135,Nashville ,Brown,Indiana,47448,-86.25246700000001,39.265474
3601 West Thirteen Mile Rd.,Royal Oak,Oakland,Michigan,48073,-83.19199,42.5139
Beaver County Courthouse parking lot,Beaver,Beaver,Pennsylvania,15009,-80.3239,40.7199
231 South Main,"Beaver Dam, Kentucky",Ohio,Kentucky,42320,-86.870931,37.400207
"8th Avenue and 12th Street, Rte 18",Beaver Falls,Beaver,Pennsylvania,15010,-80.3207,40.7596
4133 Urbandale Avenue,Des Moines,Polk,Iowa,50310,-93.674728,41.620985100000006
Hall Blvd.,Beaverton,Washington,Oregon,97075,-122.805002,45.484265
Hall Blvd.,Beaverton ,Washington,Oregon,97075,-122.805002,45.484265
2000 W. Dean Rd,Temperance ,Monroe,Michigan,48182,-83.596275,41.765307
Corner of Washington and Center streets,Bedford ,Bedford,Virginia,24523,-79.52521170000001,37.3337321
924 16th Street,Bedford,Lawrence,Indiana,47421,-86.483982,38.861548
333 Wallace Rd,Bedford,Hillsborough,New Hampshire,03110,-71.5294248,42.9481941
"Hwy 67 North, Sycamore Plaza behind Orscheln Farm Store in Poplar Bluff",Poplar Bluff,Butler,Missouri,63764,-90.3849,36.7588
4574 S. Third Street (not a mailing address),Louisville,Jefferson,Kentucky,40214,-85.767385,38.183957
855 Highway 71,Harrisburg,Banner,Nebraska,69345,-103.65178900000001,41.442823
"Crossman Park, 395 Mill Street",Ortonville,Oakland,Michigan,48462,-83.443812,42.852734000000005
506 W. Wood St. on Highway 24,Camp Point,Adams,Illinois,62320,-91.0753,40.0406
2 South Bond Street,Bel Air,Harford,Maryland,21014,-76.350562,39.535321
On The Common,Belchertown,Hampden,Massachusetts,01007,-72.40138,42.277868
201 S Bridge Street,Belding,Ionia,Michigan,48809,-85.228826,43.096859
256 High St.,Belfast,Waldo,Maine,04915,-69.0139675,44.4292136
Clarkin Park,Belgrade,Gallatin,Montana,59714,-111.185,45.7732
1 County Highway 11,Belington,Barbour,West Virginia,25250,-79.9357,39.0251
Corner of East Central and Penelope,Belton,Bell,Texas,76513,-97.4619,31.0559
212 S. Main Street,Temple,Bell,Texas,76501,-97.34200000000001,31.0945
102 Maple Street,Bellaire,Antrim,Michigan,49615,-85.205265,44.974831
901 Ponce de Leon Blvd.,Belleair,Pinellas,Florida,33756,-82.8035,27.9351
912 Brandywine Boulevard,Bellefonte ,New Castle,Delaware,19809,-75.499515,39.766661
1815 M St. ,Belleville ,Republic,Kansas,66935,-97.63102099999999,39.823532
In the parking lot behind museum on Main Street,Belleville,Wayne,Michigan,48111,-83.4907,42.2083
South Penn Street,Belleville,Mifflin,Pennsylvania,17004,-77.7229,40.6046
"Intersection of West Main and ""1st"" Street ",Belleville ,St. Clair,Illinois,62220,-89.985586,38.513605
Gazebo on Riverview Street,Bellevue,Jackson,Iowa,52031,-90.455,42.262
Main St and Mill St,Bellevue,Eaton,Michigan,49021,-85.018644,42.44585
1717 Bellevue Way NE,Bellevue,King,Washington,98004,-122.20200000000001,47.626000000000005
NE 6th Street and Compass Plaza,Bellevue ,King,Washington,98004,-122.199021,47.615575
20th & Franklin,Bellevue,Sarpy,Nebraska,68005,-95.8936715,41.139604299999995
Oak & Clark Street,Bellflower,Los Angeles,California,90706,-118.134,33.8847
1207 10th Street,Bellingham,Whatcom,Washington,98226,-122.46965700000001,48.75262
 Waypoint Center on the Island,Bellows Falls,Windham,Vermont,05101,-72.444878,43.135697
142 Park Place,Bellville,Richland,Ohio,44813,-82.5116,40.6198
Corner of 2nd Street NE & 1st Aveene NE,Belmond,Wright,Iowa,50421,-93.6155,42.8478
El Camino Real and O'Neill St.,Belmont,San Mateo,California,94002,-122.273595,37.518817999999996
"32 Willets Ave,( Rt. 19)",Belmont,Allegany,New York,14813,-78.040287,42.225794
Cross Street & Channing Road,Belmont,Middlesex,Massachusetts,02478,-71.1738075,42.396577
North Main Street & Blake Street,Belton,Anderson,South Carolina,29627,-82.49600000000001,34.5268
Memorial Park,Belton ,Cass,Missouri,64012,-94.524898,38.808364000000005
1940 N. State St.,Belvidere,Boone,Illinois,61008,-88.861885,42.272038
2nd street,Belvidere,Warren,New Jersey,07823,-75.07649599999999,40.827259000000005
South State Street and East Pleasant Street,Belvidere,Boone,Illinois,61008,-88.8403969,42.256499100000006
200 Paul Bunyan Dr S,Bemidji ,Beltrami,Minnesota,56601,-94.87946600000001,47.469264
Union Square Parking Lot--2nd Street & Paul Bunyan Drive,Bemidji,Beltrami,Minnesota,56601,-94.88060899999999,47.469337
Top of Mirror Pond off of Franklin Downtown Bend,Bend,Deschutes,Oregon,97075,-121.321,44.06
First Street between B & D Streets,Benicia,Solano,California,94510,-122.161188,38.046215000000004
Elm and Harrison,Bennet,Lancaster,Nebraska,68317,-96.503695,40.680498
5849 S. M 52,Owosso,Shiawassee,Michigan,48867,-84.1682,43.0829
10 S Center street,Bensenville,DuPage,Illinois,60105,-87.941926,41.95608
Military Avenue at Maple Street,Omaha,Douglas,Nebraska,68104,-96.00814799999999,41.285288
325 State Road #138,Stansbury Park,Tooele,Utah,84074,-112.2973,40.65062
18th Ave between 81st & 82nd Streets,Brooklyn,New York,New York,11214,-74.0109559,40.615534999999994
Huddleson,Benton,Franklin,Illinois,62812,-90.363,39.4823
Market Street side of Courthouse,Benton,Saline,Arkansas,72018,-92.5884,34.5612
495 Simpson,Benton,Bossier,Louisiana,71006,-93.737025,32.69486
Pipestone and Main St,Benton Harbor,Berrien,Michigan,49022,-86.454635,42.115797
100 N Main St,Bentonville,Benton,Arkansas,72712,-94.208816,36.3723485
1101 SW Citizens Cr,Bentonville,Benton,Arkansas,72712,-94.225177,36.330894
416 Chestnut St.,Berea,Madison,Kentucky,40403,-84.297477,37.5682107
Fairfax Street at Washington Street,Berkeley Springs,Morgan,West Virginia,25411,-78.227638,39.626698
101 block West Dominick,Rome,Oneida,New York,13440,-75.45830699999999,43.210056
313 Monument Valley Road,Great Barrington,Berkshire,Massachusetts,01230,-73.3288593,42.244139399999995
Williams College Field House- Latham Street,Williamstown,Berkshire,Massachusetts,01267,-73.2035441,42.708838799999995
"Foote Farm, 51 Holmes Road",Pittsfield,Berkshire,Massachusetts,01201,-73.253489,42.448217
N. Main & West St.- Downtown Historic Berlin,Berlin,Worcester,Maryland,21811,-76.8194,39.0641
N State Street and E Huron St,Berlin ,Green Lake,Wisconsin,54923,-88.942278,43.968876
Pleasant St. Rt16S,Berlin ,Coos,New Hampshire,03570,-71.18306,44.469527
58 Church St.,Bernardston,Franklin,Massachusetts,01337,-72.54895259999999,42.6710011
1401 S Main Street,Little Rock,Pulaski,Arkansas,72202,-92.272565,34.7350179
Marion Street,Nashville,Berrien,Georgia,31639,-83.245211,31.206709000000004
1415  W. Brumfield Ave.,Princeton ,Gibson,Indiana,47670,-87.58380600000001,38.357541999999995
1376 Piedmont Road,San Jose ,Santa Clara,California,95132,-121.84736799999999,37.40204
620 Mountin Ave.,Berthoud,Larimer,Colorado,80513,-105.08263600000001,40.305329
11 Sullivan Square,Berwick,York,Maine,03901,-70.8649912,43.2668068
"Lesak Park, 6600 W. 26th Street",Berwyn,Cook,Illinois,60402,-87.78828890000001,41.84331029999999
Garfield Parkway and Pennsylvania Avenue,Bethany Beach ,Sussex,Delaware,19930,-75.057188,38.5382249
711 Amity Rd ,Bethany,New Haven,Connecticut,06524,-72.9914827,41.4385519
3606 Miller St.,Bethany,Harrison,Missouri,64424,-94.017747,40.264977
2 Parkway,Bethel,Oxford,Maine,04217,-70.794075,44.412017999999996
Bethel Band Shell Common,Bethel,Windsor,Vermont,05089,-72.6461,43.8444
"Rte 6, Bethel & Fairfield County Ext Service Bldg.",Bethel,Fairfield,Connecticut,06801,-73.3838,41.4149
7155 Wisconsin Avenue,Bethesda,Montgomery,Maryland,20814,-77.09232,38.98105
7600 Arlington Road,Bethesda ,Montgomery,Maryland,20814,-77.099203,38.987028
7800 Norfolk Avenue,Bethesda,Montgomery,Maryland,20814,-77.09656,38.98877
Intersection of New and Morton Streets,Bethlehem,Lehigh,Pennsylvania,18015,-75.37840290000001,40.6098058
"222 S. Pine, Pine and McClurg",Richland,Pulaski,Missouri,65556,-92.4043396,37.8569838
Rantoul Street and Railroad Ave.,Beverly,Essex,Massachusetts,01915,-70.884345,42.54678
9300 Civic Center Drive,Beverly Hills,Los Angeles,California,90210,-118.39890700000001,34.074257
2111 East Main Street,Bexley,Franklin,Ohio,43209,-82.94254699999999,39.957118
100 Youth Center Drive,Kyle,Shannon,South Dakota,57752,-102.179396,43.428739
155 Birmingham Highway,Centreville,Bibb,Alabama,35042,-87.1386,32.9446
42900 Big Bear Blvd,City of Big Bear Lake,San Bernardino,California,92315,-116.86686399999999,34.26122
 720 Sheridan Ave,Cody,Park,Wyoming,82414,-109.07420330000001,44.524237899999996
351 West 2nd Street ,Powell,Park,Wyoming,82435,-108.7626956,44.754203100000005
540 Dillingham Rd,Barnardsville,Buncombe,North Carolina,28709,-82.4319,35.7599
310 North Fourth Ave.,Big Rapids,Mecosta,Michigan,49307,-85.4752,43.7046
605 Morgan Street,Davenport,Lincoln,Washington,99122,-118.15001799999999,47.653904
Lone Peak Drive and Ousel Falls Rd.,Big Sky,Gallatin,Montana,59716,-111.3103,45.2598
460 Shawnee Avenue,Big Stone Gap,Wise,Virginia,24219,-82.7752448,36.868181299999996
Corner of Anderson St. & 2nd Ave,Big Timber,Sweet Grass,Montana,59011,-109.956,45.8351
Masonic Temple 8098 MT Hwy 35,Bigfork ,Flathead,Montana,59911,-114.079439,48.0736
8098 Hwy 35,Bigfork ,Flathead,Montana,59911,-114.08025,48.073931
25 Concord Road,Billerica,Middlesex,Massachusetts,01821,-71.270134,42.557513
5060 East 62nd Street,Indianapolis,Marion,Indiana,46220,-86.08414599999999,39.869366
2710 Old Philadelphia Pike,Bird-in-Hand,Lancaster,Pennsylvania,17505,-76.0308,40.1067
660 North Old Woodward Avenue,Birmingham ,Oakland,Michigan,48009,-83.217619,42.55157
Vista Park,Bisbee,Cochise,Arizona,85603,-109.878248,31.407193
Bankhead St and Main St,New Albany,Union,Mississippi,38652,-89.010823,34.494815
200 Church Street,Bishop,Inyo,California,93514,-118.39743,37.362109000000004
"Bitner Vineyards, 16645 Plum Rd.",Caldwell,Canyon,Idaho,83607,-116.815,43.6107
281 Rodeo Drive,Florence,Ravalli,Montana,59833,-114.07621599999999,46.631315
7389 Clifton Ave,Russellville,Brown,Ohio,45168,-83.799939,38.852215
2101 Montana Ave.,Black Eagle,Cascade,Montana,59414,-111.2743,47.52653
1520 West Omaha Street,Rapid City,Pennington,South Dakota,57701,-103.244279,44.084724
130 Montreat Road,Black Mountain,Buncombe,North Carolina,28711,-82.3217446,35.6208614
133 County Road A,Black River Falls ,Jackson,Wisconsin,54615,-90.84648100000001,44.305681
3rd Street between Main and Filmore,Black River Falls ,Jackson,Wisconsin,54615,-90.850406,44.294552
421  Black River Lane,Lorain,Lorain,Ohio,44052,-82.1757,41.4688
248 East Mountain St.,Worcester,Worcester,Massachusetts,01606,-71.77389029999999,42.3154222
"108 W Roanoke St, Suite 101",Blacksburg,Montgomery,Virginia,24060,-80.414503,37.229248
Visitor Center - Route 295 North,Lincoln,Providence,Rhode Island,02865,-71.4631,41.941
800 S. Main Street,Blackwell,Kay,Oklahoma,74631,-97.28256,36.79557
Highway 701 South,Elizabethtown,Bladen,North Carolina,28337,-78.7351,34.4178
103 South 12th Street,Blair,Washington,Nebraska,68008,-96.1296,41.5437
5 Stillwater Road,Blairstown,Warren,New Jersey,07825,-74.955689,40.982893
"Hwy 62, west of Main St.",Blanchard,McClain,Oklahoma,73010,-97.659273,35.137966999999996
591 Main Street,Bland,Bland,Virginia,24315,-81.11507399999999,37.100871000000005
3785 South Park Avenue,Blasdell,Erie,New York,14219,-78.82420400000001,42.795179
Corner of Sturgeon Bay Rd. & Pleasantview Rd.,Bliss,Emmet,Michigan,49718,-84.883123,45.681307000000004
Negus Park - Ocean Avenue,Block Island,Washington,Rhode Island,02807,-71.57006,41.176538
704 S. Prairie St,Bloomfield,Stoddard,Missouri,63825,-89.9298107,36.880682
5050 Liberty Ave,Pittsburgh,Allegheny,Pennsylvania,15224,-79.944435,40.459005
210 4th St NE,Blooming Prairie,Steele,Minnesota,55917,-93.0535,43.8717
First and R Streets NW,Washington,District of Columbia,District of Columbia,20009,-77.0121571,38.9126037
1091 Free Rd,Shiloh,Richland,Ohio,44878,-82.5544,40.9603
401 North Morton St.,Bloomington,Monroe,Indiana,47401,-86.53614,39.1695
1800 W. Old Shakopee Road,Bloomington,Hennepin,Minnesota,55431,-93.301241,44.825926
909 E. 2nd Street,Bloomington,Monroe,Indiana,47401,-86.521677,39.1616604
Market Street at Main Street,Bloomsburg,Columbia,Pennsylvania,17815,-76.457784,41.00246
Santa Teresa Blvd and Highway 85 & 87 Interchange,San Jose,Santa Clara,California,95136,-121.860023,37.256325
500 New Street,Oneonta,Blount,Alabama,35121,-86.47024042904378,33.9443186670542
3258 Highway 126,Blountville,Sullivan,Tennessee,37617,-82.3201083333333,36.534047222222206
"Rt 172, Ellsworth Road",Blue Hill ,Hancock,Maine,04614,-68.57713199999999,44.427436
11th St & Main St,Blue Springs,Lafayette,Missouri,64015,-94.2778137,39.018373600000004
"Riverview Plzaz, north end, N. Riverside Street",St. Clair,St. Clair,Michigan,48079,-82.48299999999999,42.8332
218 N. Center St.,Thomaston,Upson,Georgia,30286,-84.3264,32.8906
1837 Plaudit Place,Lexington,Fayette,Kentucky,40509,-84.419562,38.014459
3070 Lakecrest Circle,Lexington,Fayette,Kentucky,40513,-84.555073,38.016553
4801 Southside Drive,Louisville,Jefferson,Kentucky,40214,-85.763805,38.178432
P.O. Box 66 U. S. 68 ,Mount Olivet ,Robertson,Kentucky,41064,-83.98544,38.441814
Main Street,Bluffton,Allen,Ohio,45817,-83.8902,40.8879
360 N. Main Street,Bluffton,Wells,Indiana,46714,-85.17163000000001,40.742723
1415 Key Highway,Baltimore,Baltimore City,Maryland,21230,-76.600499,39.273976
"Pennsylvania Military Museum, Business Route 322",Boalsburg,Centre,Pennsylvania,16827,-77.797107,40.780353999999996
108 Line Street,Boaz,Marshall,Alabama,35957,-86.1621,34.196
400 S Federal Hwy,Boca Raton ,Palm Beach,Florida,33432,-80.08610999999999,26.345812
"Bogert Park, S. Church Ave.",Bozeman,Gallatin,Montana,59715,-111.031,45.6752
1080 W. Front Street - Summer Market,Boise,Ada,Idaho,83702,-116.2146068,43.6187102
In front of Bolan School House,Bolan,Worth,Iowa,50440,-93.1185,43.3728
200 State Hwy 34,Marble Hill,Bollinger,Missouri,63764,-89.9796801,37.301952500000006
