buying,maint,doors,persons,lug_boot,safety,class_value,buying_target,maint_target,doors_target,persons_target,lug_boot_target,safety_target,class_value_target
,,3,more,small,high,acc,high,low,3,more,small,high,acc
,low,3,more,med,low,unacc,high,low,3,more,med,low,unacc
high,low,3,more,med,med,acc,high,low,3,more,med,med,acc
,low,3,more,med,,acc,high,low,3,more,med,high,acc
high,low,3,more,big,low,unacc,high,low,3,more,big,low,unacc
high,,,more,big,med,acc,high,low,3,more,big,med,acc
high,,3,more,big,high,acc,high,low,3,more,big,high,acc
high,low,4,2,small,,unacc,high,low,4,2,small,low,unacc
,,,2,small,,unacc,high,low,4,2,small,med,unacc
high,low,4,2,small,high,unacc,high,low,4,2,small,high,unacc
,low,,2,med,,unacc,high,low,4,2,med,low,unacc
high,,4,2,med,med,unacc,high,low,4,2,med,med,unacc
high,,4,2,med,high,unacc,high,low,4,2,med,high,unacc
high,low,4,2,,low,unacc,high,low,4,2,big,low,unacc
high,low,4,,big,,unacc,high,low,4,2,big,med,unacc
high,low,4,2,big,high,unacc,high,low,4,2,big,high,unacc
high,,4,4,small,low,unacc,high,low,4,4,small,low,unacc
high,,4,,small,med,unacc,high,low,4,4,small,med,unacc
high,low,4,4,small,high,acc,high,low,4,4,small,high,acc
high,,4,4,med,,,high,low,4,4,med,low,unacc
high,low,4,4,med,med,,high,low,4,4,med,med,acc
high,low,,4,med,high,acc,high,low,4,4,med,high,acc
high,low,4,4,big,low,unacc,high,low,4,4,big,low,unacc
high,low,4,4,,med,acc,high,low,4,4,big,med,acc
high,,4,,big,high,acc,high,low,4,4,big,high,acc
high,low,4,more,small,,unacc,high,low,4,more,small,low,unacc
high,low,4,more,small,med,unacc,high,low,4,more,small,med,unacc
,low,4,more,small,high,acc,high,low,4,more,small,high,acc
high,,,more,med,,unacc,high,low,4,more,med,low,unacc
high,,4,,med,med,acc,high,low,4,more,med,med,acc
,low,4,more,med,,acc,high,low,4,more,med,high,acc
high,low,4,more,big,,unacc,high,low,4,more,big,low,unacc
high,low,,more,,med,acc,high,low,4,more,big,med,acc
high,,4,,big,,,high,low,4,more,big,high,acc
high,low,5more,,,low,unacc,high,low,5more,2,small,low,unacc
high,,5more,2,small,med,,high,low,5more,2,small,med,unacc
high,,5more,2,small,high,unacc,high,low,5more,2,small,high,unacc
high,low,5more,2,med,,unacc,high,low,5more,2,med,low,unacc
high,low,5more,2,med,med,,high,low,5more,2,med,med,unacc
high,low,5more,2,med,high,unacc,high,low,5more,2,med,high,unacc
high,,5more,2,big,low,unacc,high,low,5more,2,big,low,unacc
high,low,5more,2,big,med,,high,low,5more,2,big,med,unacc
high,low,5more,2,big,high,unacc,high,low,5more,2,big,high,unacc
high,low,5more,4,small,low,unacc,high,low,5more,4,small,low,unacc
,low,5more,4,small,,,high,low,5more,4,small,med,unacc
high,low,5more,4,,high,acc,high,low,5more,4,small,high,acc
,low,5more,4,med,low,unacc,high,low,5more,4,med,low,unacc
high,low,5more,4,med,med,acc,high,low,5more,4,med,med,acc
high,,5more,4,med,high,acc,high,low,5more,4,med,high,acc
high,low,5more,4,,low,unacc,high,low,5more,4,big,low,unacc
high,low,5more,4,big,med,acc,high,low,5more,4,big,med,acc
,low,5more,,big,,acc,high,low,5more,4,big,high,acc
high,low,5more,more,small,low,unacc,high,low,5more,more,small,low,unacc
high,low,5more,,,med,unacc,high,low,5more,more,small,med,unacc
high,low,5more,more,,,acc,high,low,5more,more,small,high,acc
high,low,,more,med,,unacc,high,low,5more,more,med,low,unacc
high,low,5more,more,med,med,acc,high,low,5more,more,med,med,acc
high,low,,more,med,high,acc,high,low,5more,more,med,high,acc
high,low,5more,more,,low,unacc,high,low,5more,more,big,low,unacc
high,low,,more,,med,acc,high,low,5more,more,big,med,acc
,low,5more,,,high,acc,high,low,5more,more,big,high,acc
med,vhigh,2,2,small,low,unacc,med,vhigh,2,2,small,low,unacc
med,vhigh,2,2,,med,unacc,med,vhigh,2,2,small,med,unacc
med,,,2,small,high,unacc,med,vhigh,2,2,small,high,unacc
med,vhigh,2,2,med,low,unacc,med,vhigh,2,2,med,low,unacc
med,,,2,med,med,unacc,med,vhigh,2,2,med,med,unacc
med,vhigh,2,2,med,high,unacc,med,vhigh,2,2,med,high,unacc
med,vhigh,2,,big,low,unacc,med,vhigh,2,2,big,low,unacc
med,vhigh,2,2,big,med,unacc,med,vhigh,2,2,big,med,unacc
med,vhigh,,2,,high,unacc,med,vhigh,2,2,big,high,unacc
med,vhigh,2,4,,,unacc,med,vhigh,2,4,small,low,unacc
med,vhigh,2,,small,,unacc,med,vhigh,2,4,small,med,unacc
med,,2,4,small,high,,med,vhigh,2,4,small,high,acc
med,vhigh,,,med,low,unacc,med,vhigh,2,4,med,low,unacc
med,vhigh,2,,med,,unacc,med,vhigh,2,4,med,med,unacc
med,vhigh,2,4,,high,acc,med,vhigh,2,4,med,high,acc
,,2,4,big,low,unacc,med,vhigh,2,4,big,low,unacc
,vhigh,,4,,med,acc,med,vhigh,2,4,big,med,acc
,vhigh,2,,big,,acc,med,vhigh,2,4,big,high,acc
,vhigh,,more,small,low,unacc,med,vhigh,2,more,small,low,unacc
med,vhigh,2,,small,med,unacc,med,vhigh,2,more,small,med,unacc
med,vhigh,2,more,small,high,unacc,med,vhigh,2,more,small,high,unacc
med,vhigh,2,more,med,low,unacc,med,vhigh,2,more,med,low,unacc
med,vhigh,2,more,med,med,unacc,med,vhigh,2,more,med,med,unacc
med,vhigh,2,more,med,high,acc,med,vhigh,2,more,med,high,acc
med,,2,,big,low,unacc,med,vhigh,2,more,big,low,unacc
med,vhigh,2,more,big,,acc,med,vhigh,2,more,big,med,acc
,vhigh,2,more,big,high,acc,med,vhigh,2,more,big,high,acc
med,,,,small,low,,med,vhigh,3,2,small,low,unacc
med,vhigh,,2,small,med,unacc,med,vhigh,3,2,small,med,unacc
med,,,2,small,high,,med,vhigh,3,2,small,high,unacc
med,vhigh,3,2,med,low,unacc,med,vhigh,3,2,med,low,unacc
med,vhigh,3,2,med,med,unacc,med,vhigh,3,2,med,med,unacc
,vhigh,3,2,,high,unacc,med,vhigh,3,2,med,high,unacc
med,vhigh,,2,big,low,unacc,med,vhigh,3,2,big,low,unacc
med,vhigh,3,2,big,,,med,vhigh,3,2,big,med,unacc
med,vhigh,3,2,big,high,unacc,med,vhigh,3,2,big,high,unacc
med,vhigh,,4,small,low,unacc,med,vhigh,3,4,small,low,unacc
,vhigh,3,4,,med,unacc,med,vhigh,3,4,small,med,unacc
med,vhigh,3,4,small,high,acc,med,vhigh,3,4,small,high,acc
med,,3,4,med,,unacc,med,vhigh,3,4,med,low,unacc
med,vhigh,3,,med,med,,med,vhigh,3,4,med,med,unacc
med,vhigh,3,,med,high,acc,med,vhigh,3,4,med,high,acc
med,vhigh,3,4,,low,unacc,med,vhigh,3,4,big,low,unacc
,vhigh,3,4,big,,,med,vhigh,3,4,big,med,acc
med,vhigh,3,4,big,high,acc,med,vhigh,3,4,big,high,acc
med,vhigh,3,more,small,low,unacc,med,vhigh,3,more,small,low,unacc
med,vhigh,3,more,,,unacc,med,vhigh,3,more,small,med,unacc
med,vhigh,3,more,small,high,acc,med,vhigh,3,more,small,high,acc
med,vhigh,3,more,med,low,unacc,med,vhigh,3,more,med,low,unacc
med,vhigh,3,more,med,med,acc,med,vhigh,3,more,med,med,acc
,vhigh,3,more,,high,acc,med,vhigh,3,more,med,high,acc
med,,3,,big,,unacc,med,vhigh,3,more,big,low,unacc
med,,3,more,big,med,acc,med,vhigh,3,more,big,med,acc
med,vhigh,,more,big,high,acc,med,vhigh,3,more,big,high,acc
med,,,2,small,low,unacc,med,vhigh,4,2,small,low,unacc
med,vhigh,4,2,small,med,unacc,med,vhigh,4,2,small,med,unacc
med,,4,2,,high,unacc,med,vhigh,4,2,small,high,unacc
,vhigh,4,2,,,unacc,med,vhigh,4,2,med,low,unacc
med,,4,2,med,med,unacc,med,vhigh,4,2,med,med,unacc
med,vhigh,4,2,med,high,,med,vhigh,4,2,med,high,unacc
,vhigh,,2,big,low,unacc,med,vhigh,4,2,big,low,unacc
,vhigh,,,,med,unacc,med,vhigh,4,2,big,med,unacc
med,vhigh,4,2,big,,unacc,med,vhigh,4,2,big,high,unacc
med,vhigh,4,,small,,unacc,med,vhigh,4,4,small,low,unacc
med,vhigh,4,4,small,med,unacc,med,vhigh,4,4,small,med,unacc
,vhigh,4,4,,high,acc,med,vhigh,4,4,small,high,acc
med,vhigh,4,4,med,low,unacc,med,vhigh,4,4,med,low,unacc
med,vhigh,4,4,med,med,acc,med,vhigh,4,4,med,med,acc
med,,,4,med,high,,med,vhigh,4,4,med,high,acc
med,vhigh,4,4,big,low,unacc,med,vhigh,4,4,big,low,unacc
med,vhigh,,4,,med,,med,vhigh,4,4,big,med,acc
,,4,4,big,,acc,med,vhigh,4,4,big,high,acc
med,vhigh,4,more,small,low,unacc,med,vhigh,4,more,small,low,unacc
med,vhigh,4,more,,med,,med,vhigh,4,more,small,med,unacc
,vhigh,,more,small,high,acc,med,vhigh,4,more,small,high,acc
med,,4,more,med,low,unacc,med,vhigh,4,more,med,low,unacc
,vhigh,4,more,med,med,,med,vhigh,4,more,med,med,acc
med,vhigh,,more,med,,acc,med,vhigh,4,more,med,high,acc
,,4,more,big,low,unacc,med,vhigh,4,more,big,low,unacc
med,,4,more,,,acc,med,vhigh,4,more,big,med,acc
med,vhigh,,more,big,high,,med,vhigh,4,more,big,high,acc
,vhigh,5more,2,small,low,,med,vhigh,5more,2,small,low,unacc
med,vhigh,5more,2,,med,unacc,med,vhigh,5more,2,small,med,unacc
,vhigh,,,,,unacc,med,vhigh,5more,2,small,high,unacc
,vhigh,,2,med,,unacc,med,vhigh,5more,2,med,low,unacc
med,vhigh,5more,2,med,med,unacc,med,vhigh,5more,2,med,med,unacc
med,vhigh,5more,2,med,,,med,vhigh,5more,2,med,high,unacc
med,vhigh,,2,,low,,med,vhigh,5more,2,big,low,unacc
med,vhigh,5more,,big,med,unacc,med,vhigh,5more,2,big,med,unacc
med,vhigh,5more,2,big,high,,med,vhigh,5more,2,big,high,unacc
med,vhigh,,4,,low,unacc,med,vhigh,5more,4,small,low,unacc
med,vhigh,,4,small,med,unacc,med,vhigh,5more,4,small,med,unacc
,,,4,,high,acc,med,vhigh,5more,4,small,high,acc
med,vhigh,,,med,low,,med,vhigh,5more,4,med,low,unacc
med,vhigh,5more,4,med,,acc,med,vhigh,5more,4,med,med,acc
med,vhigh,5more,4,med,high,acc,med,vhigh,5more,4,med,high,acc
med,vhigh,5more,,big,,,med,vhigh,5more,4,big,low,unacc
med,vhigh,5more,4,big,med,acc,med,vhigh,5more,4,big,med,acc
med,,5more,4,big,high,acc,med,vhigh,5more,4,big,high,acc
,vhigh,5more,,small,low,unacc,med,vhigh,5more,more,small,low,unacc
med,vhigh,5more,more,small,med,unacc,med,vhigh,5more,more,small,med,unacc
med,vhigh,5more,,small,high,acc,med,vhigh,5more,more,small,high,acc
med,vhigh,5more,more,med,low,unacc,med,vhigh,5more,more,med,low,unacc
med,vhigh,5more,more,med,med,acc,med,vhigh,5more,more,med,med,acc
med,vhigh,5more,more,,high,acc,med,vhigh,5more,more,med,high,acc
med,vhigh,5more,more,big,low,unacc,med,vhigh,5more,more,big,low,unacc
med,vhigh,5more,more,,,acc,med,vhigh,5more,more,big,med,acc
,vhigh,5more,more,big,high,acc,med,vhigh,5more,more,big,high,acc
med,high,,2,small,low,,med,high,2,2,small,low,unacc
med,high,2,2,small,,unacc,med,high,2,2,small,med,unacc
med,high,2,2,small,high,unacc,med,high,2,2,small,high,unacc
med,high,,,med,low,unacc,med,high,2,2,med,low,unacc
med,high,2,2,med,med,unacc,med,high,2,2,med,med,unacc
med,high,2,2,med,high,,med,high,2,2,med,high,unacc
med,,2,2,,low,unacc,med,high,2,2,big,low,unacc
med,high,2,2,big,med,unacc,med,high,2,2,big,med,unacc
med,high,2,2,big,high,unacc,med,high,2,2,big,high,unacc
,high,2,4,small,low,unacc,med,high,2,4,small,low,unacc
,high,2,4,,med,unacc,med,high,2,4,small,med,unacc
med,high,2,4,,,acc,med,high,2,4,small,high,acc
med,high,2,4,med,low,unacc,med,high,2,4,med,low,unacc
med,high,2,,med,med,unacc,med,high,2,4,med,med,unacc
med,,2,,,,acc,med,high,2,4,med,high,acc
med,high,2,4,big,,unacc,med,high,2,4,big,low,unacc
med,high,2,4,big,med,acc,med,high,2,4,big,med,acc
med,high,2,4,big,high,acc,med,high,2,4,big,high,acc
med,high,2,more,small,,unacc,med,high,2,more,small,low,unacc
med,high,2,more,small,med,unacc,med,high,2,more,small,med,unacc
med,,2,more,small,high,unacc,med,high,2,more,small,high,unacc
med,high,2,more,med,low,unacc,med,high,2,more,med,low,unacc
,high,2,more,med,med,unacc,med,high,2,more,med,med,unacc
med,,2,more,,,acc,med,high,2,more,med,high,acc
,high,2,more,,low,unacc,med,high,2,more,big,low,unacc
med,high,,more,big,med,acc,med,high,2,more,big,med,acc
,,2,more,,high,acc,med,high,2,more,big,high,acc
med,,3,2,small,low,unacc,med,high,3,2,small,low,unacc
med,high,3,,,med,unacc,med,high,3,2,small,med,unacc
med,,3,2,small,high,unacc,med,high,3,2,small,high,unacc
med,,3,2,med,low,unacc,med,high,3,2,med,low,unacc
med,,,2,med,,unacc,med,high,3,2,med,med,unacc
med,,3,2,med,high,unacc,med,high,3,2,med,high,unacc
med,high,3,2,,,unacc,med,high,3,2,big,low,unacc
med,high,3,,,med,,med,high,3,2,big,med,unacc
med,high,3,2,big,,unacc,med,high,3,2,big,high,unacc
,high,3,4,small,low,unacc,med,high,3,4,small,low,unacc
med,high,3,4,small,med,unacc,med,high,3,4,small,med,unacc
med,high,3,4,small,high,acc,med,high,3,4,small,high,acc
med,high,3,4,,,unacc,med,high,3,4,med,low,unacc
,high,3,,,med,unacc,med,high,3,4,med,med,unacc
med,,3,4,med,high,,med,high,3,4,med,high,acc
med,,3,4,big,low,unacc,med,high,3,4,big,low,unacc
,high,3,4,big,,acc,med,high,3,4,big,med,acc
med,high,3,,big,high,acc,med,high,3,4,big,high,acc
med,high,3,more,small,low,unacc,med,high,3,more,small,low,unacc
med,high,,,,med,unacc,med,high,3,more,small,med,unacc
,high,3,more,small,,acc,med,high,3,more,small,high,acc
,high,3,more,med,low,unacc,med,high,3,more,med,low,unacc
,high,3,more,,med,acc,med,high,3,more,med,med,acc
med,,3,more,med,high,acc,med,high,3,more,med,high,acc
,,,,big,low,unacc,med,high,3,more,big,low,unacc
med,high,3,more,big,med,acc,med,high,3,more,big,med,acc
med,high,3,more,big,high,acc,med,high,3,more,big,high,acc
med,,4,2,small,low,unacc,med,high,4,2,small,low,unacc
,high,4,,small,med,unacc,med,high,4,2,small,med,unacc
med,high,4,2,small,high,unacc,med,high,4,2,small,high,unacc
med,,4,2,med,low,unacc,med,high,4,2,med,low,unacc
med,,4,2,,med,,med,high,4,2,med,med,unacc
med,,,,,high,unacc,med,high,4,2,med,high,unacc
med,high,4,2,,low,unacc,med,high,4,2,big,low,unacc
med,high,4,2,,,,med,high,4,2,big,med,unacc
med,high,,,big,high,,med,high,4,2,big,high,unacc
med,high,4,4,small,,unacc,med,high,4,4,small,low,unacc
,high,4,,small,,unacc,med,high,4,4,small,med,unacc
med,high,4,,small,high,,med,high,4,4,small,high,acc
med,high,4,4,med,low,unacc,med,high,4,4,med,low,unacc
med,,,4,med,med,acc,med,high,4,4,med,med,acc
,high,4,4,,high,acc,med,high,4,4,med,high,acc
med,high,,,big,low,,med,high,4,4,big,low,unacc
med,high,4,4,big,,acc,med,high,4,4,big,med,acc
med,,4,4,big,,acc,med,high,4,4,big,high,acc
,high,4,,small,low,unacc,med,high,4,more,small,low,unacc
med,high,4,,small,med,unacc,med,high,4,more,small,med,unacc
,high,4,,small,high,acc,med,high,4,more,small,high,acc
med,high,4,,med,low,unacc,med,high,4,more,med,low,unacc
med,high,,more,med,med,acc,med,high,4,more,med,med,acc
med,,4,more,,,acc,med,high,4,more,med,high,acc
med,high,4,more,big,low,,med,high,4,more,big,low,unacc
,high,4,more,big,med,acc,med,high,4,more,big,med,acc
med,high,4,more,big,high,,med,high,4,more,big,high,acc
med,,5more,2,small,low,unacc,med,high,5more,2,small,low,unacc
,high,5more,2,,,unacc,med,high,5more,2,small,med,unacc
med,,,2,small,high,,med,high,5more,2,small,high,unacc
med,high,5more,2,med,low,,med,high,5more,2,med,low,unacc
med,high,5more,,med,med,unacc,med,high,5more,2,med,med,unacc
med,high,5more,2,med,high,unacc,med,high,5more,2,med,high,unacc
med,high,5more,2,big,low,unacc,med,high,5more,2,big,low,unacc
med,high,5more,,big,med,,med,high,5more,2,big,med,unacc
med,high,5more,2,big,high,,med,high,5more,2,big,high,unacc
med,high,5more,4,small,low,unacc,med,high,5more,4,small,low,unacc
med,,5more,4,small,,unacc,med,high,5more,4,small,med,unacc
med,high,,,small,high,acc,med,high,5more,4,small,high,acc
med,high,5more,4,med,low,unacc,med,high,5more,4,med,low,unacc
med,high,,4,med,med,acc,med,high,5more,4,med,med,acc
med,high,5more,4,med,high,,med,high,5more,4,med,high,acc
,high,5more,4,big,low,unacc,med,high,5more,4,big,low,unacc
med,high,5more,4,,med,acc,med,high,5more,4,big,med,acc
,high,5more,4,big,high,acc,med,high,5more,4,big,high,acc
med,high,5more,more,small,low,unacc,med,high,5more,more,small,low,unacc
med,high,5more,,small,med,unacc,med,high,5more,more,small,med,unacc
med,,,more,small,high,acc,med,high,5more,more,small,high,acc
,high,,more,med,low,,med,high,5more,more,med,low,unacc
med,high,5more,more,med,med,acc,med,high,5more,more,med,med,acc
med,high,5more,more,med,high,acc,med,high,5more,more,med,high,acc
med,,5more,more,big,low,unacc,med,high,5more,more,big,low,unacc
med,high,5more,,big,,acc,med,high,5more,more,big,med,acc
med,high,5more,,big,high,acc,med,high,5more,more,big,high,acc
,med,2,2,small,,unacc,med,med,2,2,small,low,unacc
med,med,2,2,small,med,,med,med,2,2,small,med,unacc
med,med,,2,small,high,unacc,med,med,2,2,small,high,unacc
med,,2,2,,low,unacc,med,med,2,2,med,low,unacc
med,med,2,,,,unacc,med,med,2,2,med,med,unacc
med,,2,2,med,high,unacc,med,med,2,2,med,high,unacc
,med,,,big,low,unacc,med,med,2,2,big,low,unacc
,med,2,,big,med,unacc,med,med,2,2,big,med,unacc
med,,2,2,big,,unacc,med,med,2,2,big,high,unacc
,med,2,4,,low,unacc,med,med,2,4,small,low,unacc
,med,2,4,small,med,acc,med,med,2,4,small,med,acc
med,med,2,4,small,high,,med,med,2,4,small,high,acc
med,med,2,4,med,low,unacc,med,med,2,4,med,low,unacc
med,med,2,,med,med,acc,med,med,2,4,med,med,acc
med,med,2,4,med,,,med,med,2,4,med,high,acc
med,med,2,4,big,low,,med,med,2,4,big,low,unacc
med,med,2,4,big,med,,med,med,2,4,big,med,acc
med,med,2,4,big,high,vgood,med,med,2,4,big,high,vgood
med,med,2,,small,low,unacc,med,med,2,more,small,low,unacc
,med,2,more,small,med,,med,med,2,more,small,med,unacc
med,med,2,more,small,high,unacc,med,med,2,more,small,high,unacc
med,med,,more,,low,,med,med,2,more,med,low,unacc
med,med,2,more,med,med,acc,med,med,2,more,med,med,acc
med,med,2,more,med,high,,med,med,2,more,med,high,acc
med,med,2,more,big,low,unacc,med,med,2,more,big,low,unacc
,med,2,more,big,med,acc,med,med,2,more,big,med,acc
med,med,2,,big,high,,med,med,2,more,big,high,vgood
med,med,3,2,small,low,unacc,med,med,3,2,small,low,unacc
med,med,3,2,small,med,unacc,med,med,3,2,small,med,unacc
med,med,,2,small,high,,med,med,3,2,small,high,unacc
med,med,,,med,low,unacc,med,med,3,2,med,low,unacc
med,med,,2,med,,unacc,med,med,3,2,med,med,unacc
med,,3,2,med,high,,med,med,3,2,med,high,unacc
med,med,3,2,big,,unacc,med,med,3,2,big,low,unacc
med,med,3,2,big,,,med,med,3,2,big,med,unacc
med,med,3,2,big,high,,med,med,3,2,big,high,unacc
med,,3,4,small,low,unacc,med,med,3,4,small,low,unacc
med,med,3,4,small,med,acc,med,med,3,4,small,med,acc
,med,3,4,,high,acc,med,med,3,4,small,high,acc
med,med,3,4,med,low,,med,med,3,4,med,low,unacc
med,med,,4,,med,,med,med,3,4,med,med,acc
med,med,3,4,med,,acc,med,med,3,4,med,high,acc
med,med,3,4,,low,unacc,med,med,3,4,big,low,unacc
med,med,,4,big,med,acc,med,med,3,4,big,med,acc
med,med,3,4,big,high,vgood,med,med,3,4,big,high,vgood
med,med,3,more,small,low,unacc,med,med,3,more,small,low,unacc
med,med,3,more,small,med,acc,med,med,3,more,small,med,acc
med,med,3,more,small,high,acc,med,med,3,more,small,high,acc
,med,3,more,med,low,unacc,med,med,3,more,med,low,unacc
med,med,3,more,med,med,,med,med,3,more,med,med,acc
med,,3,,med,high,vgood,med,med,3,more,med,high,vgood
med,med,3,more,big,,unacc,med,med,3,more,big,low,unacc
med,med,3,,,med,acc,med,med,3,more,big,med,acc
med,med,3,more,big,high,vgood,med,med,3,more,big,high,vgood
med,,4,2,small,low,unacc,med,med,4,2,small,low,unacc
,med,4,2,small,med,,med,med,4,2,small,med,unacc
med,,,2,small,high,unacc,med,med,4,2,small,high,unacc
,,,,med,,unacc,med,med,4,2,med,low,unacc
med,,,2,med,med,,med,med,4,2,med,med,unacc
,med,4,2,,high,unacc,med,med,4,2,med,high,unacc
med,,4,2,big,low,unacc,med,med,4,2,big,low,unacc
med,,,2,big,med,,med,med,4,2,big,med,unacc
,,,,big,high,,med,med,4,2,big,high,unacc
med,,4,,small,low,unacc,med,med,4,4,small,low,unacc
,med,,4,small,med,acc,med,med,4,4,small,med,acc
med,med,4,4,small,high,,med,med,4,4,small,high,acc
med,med,,4,med,low,unacc,med,med,4,4,med,low,unacc
,med,4,4,med,med,acc,med,med,4,4,med,med,acc
,med,4,4,med,high,,med,med,4,4,med,high,vgood
med,med,,,big,,unacc,med,med,4,4,big,low,unacc
med,med,4,4,,med,,med,med,4,4,big,med,acc
med,med,4,4,big,high,vgood,med,med,4,4,big,high,vgood
med,,4,,,low,unacc,med,med,4,more,small,low,unacc
med,med,4,more,small,med,acc,med,med,4,more,small,med,acc
med,med,,,small,high,acc,med,med,4,more,small,high,acc
med,med,4,more,med,low,unacc,med,med,4,more,med,low,unacc
med,med,4,more,med,med,,med,med,4,more,med,med,acc
med,med,4,more,med,,vgood,med,med,4,more,med,high,vgood
,med,4,more,,low,unacc,med,med,4,more,big,low,unacc
,,4,more,big,med,,med,med,4,more,big,med,acc
med,med,,more,big,high,vgood,med,med,4,more,big,high,vgood
med,,5more,2,small,low,unacc,med,med,5more,2,small,low,unacc
med,med,5more,,small,med,,med,med,5more,2,small,med,unacc
med,med,5more,,,high,unacc,med,med,5more,2,small,high,unacc
,med,5more,,med,low,unacc,med,med,5more,2,med,low,unacc
,med,5more,2,med,med,unacc,med,med,5more,2,med,med,unacc
med,med,5more,2,med,high,unacc,med,med,5more,2,med,high,unacc
med,med,,2,big,low,,med,med,5more,2,big,low,unacc
med,med,5more,2,big,med,unacc,med,med,5more,2,big,med,unacc
,,5more,,big,,unacc,med,med,5more,2,big,high,unacc
,,5more,,small,low,unacc,med,med,5more,4,small,low,unacc
,med,5more,4,small,med,acc,med,med,5more,4,small,med,acc
,,5more,4,small,high,,med,med,5more,4,small,high,acc
med,,5more,4,med,low,unacc,med,med,5more,4,med,low,unacc
med,med,5more,,,med,acc,med,med,5more,4,med,med,acc
med,med,5more,4,,high,,med,med,5more,4,med,high,vgood
med,,,4,big,low,,med,med,5more,4,big,low,unacc
,med,5more,4,big,med,acc,med,med,5more,4,big,med,acc
med,med,,4,big,high,,med,med,5more,4,big,high,vgood
med,med,5more,,small,low,unacc,med,med,5more,more,small,low,unacc
med,,5more,more,small,med,,med,med,5more,more,small,med,acc
med,med,5more,,small,high,acc,med,med,5more,more,small,high,acc
med,med,5more,more,,low,unacc,med,med,5more,more,med,low,unacc
med,med,5more,more,med,med,,med,med,5more,more,med,med,acc
med,med,5more,more,med,high,vgood,med,med,5more,more,med,high,vgood
med,med,5more,more,big,low,unacc,med,med,5more,more,big,low,unacc
med,med,5more,more,big,med,acc,med,med,5more,more,big,med,acc
med,med,,more,big,high,vgood,med,med,5more,more,big,high,vgood
,low,2,2,small,low,unacc,med,low,2,2,small,low,unacc
med,low,2,2,small,med,unacc,med,low,2,2,small,med,unacc
med,low,2,,,high,unacc,med,low,2,2,small,high,unacc
med,low,2,2,med,low,unacc,med,low,2,2,med,low,unacc
med,low,2,2,med,med,unacc,med,low,2,2,med,med,unacc
med,low,2,,med,high,unacc,med,low,2,2,med,high,unacc
med,low,2,2,big,low,unacc,med,low,2,2,big,low,unacc
med,,2,2,big,med,,med,low,2,2,big,med,unacc
,low,2,2,big,high,,med,low,2,2,big,high,unacc
med,low,,4,,low,unacc,med,low,2,4,small,low,unacc
med,low,2,4,small,med,acc,med,low,2,4,small,med,acc
med,low,2,4,small,high,good,med,low,2,4,small,high,good
med,low,,4,med,,unacc,med,low,2,4,med,low,unacc
med,,2,4,med,med,,med,low,2,4,med,med,acc
med,low,2,,med,,good,med,low,2,4,med,high,good
med,low,2,4,big,low,unacc,med,low,2,4,big,low,unacc
,,2,4,big,med,good,med,low,2,4,big,med,good
med,low,2,4,,high,vgood,med,low,2,4,big,high,vgood
med,low,2,more,,low,unacc,med,low,2,more,small,low,unacc
med,low,2,more,,med,unacc,med,low,2,more,small,med,unacc
med,low,2,more,small,high,,med,low,2,more,small,high,unacc
med,low,2,more,,low,,med,low,2,more,med,low,unacc
